padyam_text	padyam_type
"_x000D_
తుంటవింటివాని తూపుల ఘాతకు
_x000D_
మింటి మంట నడుమ మిడుకఁ దరమె
_x000D_
యింటియాలి విడిచి యెట్లుండవచ్చురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పాముకన్న లేదు పాపిష్టిజీవము
_x000D_
అట్టిపాము చెప్పినట్టు వినును
_x000D_
ఇలను మూర్ఖుఁ దెలుప నెవ్వరి వశమౌ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎవ్వ రెఱుఁగకుండ నెప్పుడు పోవునో
_x000D_
పోవు జీవ మకట బొంది విడిచి
_x000D_
అంతమాత్రమునకు నపకీర్తి నెఱుఁగక
_x000D_
విరుగఁబడును నరుఁడు వెఱ్ఱి వేమ."	aataveladi
"_x000D_
తనువు విడిచి తాను తరలిపోయెడివేళ
_x000D_
తనదు భార్య సుతులు దగినవార
_x000D_
లొక్కరైన నేగ రుసురు మాత్రమె కాని
_x000D_
తనదుమంచి తోడు తనకు వేమ."	aataveladi
"_x000D_
పూర్వ వాసనగల పుణ్యాత్ము లెప్పుడు
_x000D_
నూటచెలమరీతి నూరునెప్పు
_x000D_
డెందఱికి నొసంగ నెప్పటి యట్లుండు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఆడితప్పువార లభిమానహీనులు
_x000D_
గో డెఱుఁగనివారు కొద్దివారు
_x000D_
కూడి కీడు సేయఁగ్రూరుండు తలపోయ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
వానరాకడ మఱి ప్రాణంబు పోకడ
_x000D_
కానఁబడదు ఘనుని కైనఁగాని
_x000D_
కానఁబడిన మీఁద కలి యిట్లునడుచునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తగినకులజుఁడైన తలయెత్తు ధనమైన
_x000D_
భాగ్యపురుషునేల పట్టనెంచు
_x000D_
పరమసాధ్వి చూడ పరులనంటదు సుమీ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పరులదత్త మిట్లు పాలనఁ జేసిన
_x000D_
నిల స్వదత్తమునకు నినుమడియగు
_x000D_
నవని పరులదత్త మపహరించిన స్వద
_x000D_
త్తంబు నిష్ఫలంబు ధరణి వేమ."	aataveladi
"_x000D_
తనదుదాన మవనిఁ దనకూఁతు సమమగు
_x000D_
తండ్రిదాన మెల్లఁ దనకుఁ దోడు
_x000D_
అన్యు లిచ్చుదాన మది తనవంటిది
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
గతము చేసినట్టి కర్మబంధము లన్ని
_x000D_
తరలిపోవు సత్యగురునివలన
_x000D_
కమ్మరి కొకయేఁడు గుదియకు నొకనాఁడు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
జాతులందు మిగుల జాతి యే దెక్కువో
_x000D_
యెఱుక లేక తిరుగు నేమిఫలము
_x000D_
ఎఱుక గలుగువాఁడె హెచ్చైన కులజుండు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కూటికి వగలేక కూర్చున్నవారికి
_x000D_
నాఁడుదానిమీఁది యాస గలదె
_x000D_
యన్నమదముచేత నన్ని మదంబులౌ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఒడ్డు పొడుగు గలిగి గడ్డంబుఁ బొడుగైన
_x000D_
దానగుణములేక దాత యగునె
_x000D_
యెనుము గొప్పదైన నేనుఁగుంబోలునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
సతులఁ జూచి నరుఁడు సౌఖ్యంబు గోరును
_x000D_
గతులఁ గానలేఁడు కర్మమందు
_x000D_
గతుల సతులవలనఁ గానంగ లేఁడయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
అన్నిజాడ లుడిగి యానందగాముఁడై
_x000D_
నిన్ను నమ్మఁజూచు నిష్ఠతోడ
_x000D_
నిన్ను నమ్మ ముక్తి నిక్కంబు నీయాన
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఆలిమాటలు విని యన్నదమ్ముల రోసి
_x000D_
వేఱుపడెడువాఁడు వెఱ్ఱివాఁడు
_x000D_
కుక్కతోఁకఁ బట్టి గోదావ రీఁదునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
స్త్రీలు కల్గుచోట చెల్లాటములుకల్గు
_x000D_
స్త్రీలులేని చోటఁ జిన్నఁబోవు
_x000D_
స్త్రీలచేత నరులు చిక్కుచున్నారయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మాల మాలగాఁడు మహిమీఁద నేప్రొద్దు
_x000D_
మాటతిరుగువాఁడు మాలగాక
_x000D_
వాని మాలయన్నవాఁడెపో పెనుమాల
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
చిప్పలోనఁ బడ్డ చినుకు ముత్యం బాయె
_x000D_
నీళ్ళలోనఁగలిసి నీరె యాయె
_x000D_
ప్రాప్తము గలచోట ఫలమేల దప్పురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కులము గలుగువారు గోత్రంబు గలవారు
_x000D_
విద్యచేత విఱ్ఱవీగువారు
_x000D_
పసిఁడిగల్గువాని బానిసకొడుకులు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కానివాని తోడఁ గలసి వర్తించెనా
_x000D_
హాని వచ్చు నెంతవాని కైన
_x000D_
తాటిక్రింద పాలు ద్రాగిన చందమౌ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కరఁగకరగఁబుట్టు కనకంబునకు వన్నె
_x000D_
పెనఁగ పెనఁగబుట్టు ప్రేమసతికి
_x000D_
ముదియ ముదియఁ బుట్టు మోహంబు లోభంబు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎఱుక లేనిదొరల నెన్నాళ్ళు కొలిచిన
_x000D_
బ్రతుకులేదు వట్టి భ్రాంతి గాని
_x000D_
గొడ్డుటావు పాలుగోరిన చేపునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
గొడ్డుటావుఁ బితుకకుండఁ గొంపోయిన
_x000D_
పండ్లు నూడఁదన్నుఁ బాలు రావు
_x000D_
లోభివాని నడుగ లాభంబు లేదయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కులము లేనివాఁడు కలిమిచే వెలయును
_x000D_
కలిమిలేనివాని కులము దిగును
_x000D_
కులముకన్న మిగులకలిమి ప్రధానంబు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
నెయ్యి లేనికూడు నీయాన కసవది
_x000D_
కూరలేని తిండి కుక్కతిండి
_x000D_
ప్రియములేనికూడు పిండపుఁ గూడురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
నోటి పుప్పి కెల్ల నొప్పిలేకుంటకు
_x000D_
నాకు పోకసున్న మౌషధముగ
_x000D_
పెట్ట కుండెనేని పెనురోఁత వేయురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
అన్నమదమువలన నతివలు పురుషులు
_x000D_
ఏపురేఁగి మదనుఁ డేఁచె నందు
_x000D_
రన్న ముడుగువెనుక నతఁ డెందుఁబోయెరా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎఱ్ఱనాఁడుదాని నేపారఁ జూచిన
_x000D_
వేకిపుట్టి చాల వెఱ్ఱిపట్టు
_x000D_
పల్లుదెఱవనట్టె పరఁగు పెన్భూతంబు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
హీనజాతివాని నిలుఁజేర నిచ్చెనా
_x000D_
హాని వచ్చు నెంతవాని కైన
_x000D_
ఈఁగ కడుపుఁ జొచ్చి యిట్టట్టు చేయదా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తలఁప వశముగాదు తత్వంబు బ్రహ్మంబు
_x000D_
తెలియలేఁడు బ్రహ్మదేవుఁడైన
_x000D_
ఇసుక బావి త్రవ్వ నెవ్వరి వశమయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎట్టిస్త్రీలఁ గనిన నింతంత యనరాదు
_x000D_
కాలవహ్ని లక్క కరఁగినట్లు
_x000D_
ఇట్టిగాఢమోహ మెంతైనఁ జేయురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కాంత కుంకయైనఁ గానికులం బైనఁ
_x000D_
బాయలేక విటుఁడు బ్రమసియుండు
_x000D_
మరగి గ్రుడ్డికుక్క మాంసంబు గన్నట్లు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పప్పులేని కూడు పరుల కసహ్యమౌ
_x000D_
నప్పులేనివాఁడె యధిక బలుఁడు
_x000D_
ముప్పులేనివాఁడు మొదల సుజ్ఞానుఁడు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పేదరిక మంతదోషము
_x000D_
లేదే యీ జగతిలోన నీశ్వరుఁ డెఱుఁగ\న్‌
_x000D_
పేదను పొడఁగనువాడు\న్‌
_x000D_
గాదము విధమునను జూచుఁ గదరా వేమా."	kandamu
"_x000D_
ధార్మికునకుఁ గాని ధర్మంబుఁ గనరాదు
_x000D_
కష్టజీవి కెట్లు కానఁబడును
_x000D_
నీరుచొరకలోతు నిజముగాఁ దెలియదు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మొగముఁ జూచినపుడె మోహంబు ఘన మౌను
_x000D_
ధనముఁ జూచినపుడె తగులు మనసు
_x000D_
కూలినప్పు డరయకుసులెల్ల విఱుగును
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎన్ని మతములైన జరుగఁ దగదు
_x000D_
సత్య మింతలేక జరుగఁ దగదు
_x000D_
సత్యము గలవాఁడు జగతిలో ద్విజుఁ డయ్యె
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పరుల మోసపుచ్చి పరధన మార్జించి
_x000D_
కడుపునింపుకొనుట కానిపద్దు
_x000D_
ఋణముసేయు మనుజుఁ డెక్కువ కెక్కునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
స్థిరముగాని క్షుద్రపర నటనలుచేసి
_x000D_
హెచ్చుతగ్గు లొంది హీనమతులు
_x000D_
గాడ్దెపిల్ల లరుతుఁ గ్రక్కునఁ జెడుదురు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ధర్మమన్న వినరు తము నమ్మి భూనరుల్‌
_x000D_
యమునివారు వచ్చి యడలు నించి
_x000D_
చొచ్చి కట్టఁదారు చొరఁబారఁ గలరొకో
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
దానమడుగువాఁడు ధరలోన నధముండు
_x000D_
దానమడుగఁడేని దైవసముఁడు
_x000D_
దానమీనివాఁడు ధన్యుండు కాఁడయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తనకు ప్రాప్తిలేక దానమియ్యరటంచు
_x000D_
దోషబుద్ధిచేత దూరుటెల్ల
_x000D_
ముక్కువంకఁ జూచి ముక్కఱదూరుట
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పెక్కుజనులఁ జంపి పేదల వధియించి
_x000D_
డొక్కకొరకు నూళ్లు దొంగలించి
_x000D_
యెక్కడికిని బోవ నెఱిఁగి యముఁడు చంపు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తండ్రికన సుగుణి తనయుఁడు గల్గెనా
_x000D_
పిన్న తనము లెన్నఁదగదు
_x000D_
వాసుదేవు విడిచి వసుదేవు నెంతురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పాల నీడిగింటఁ గ్రోలుచు నుండెనా
_x000D_
మనుజు లెల్లగూడి మద్యమండ్రు
_x000D_
నిలువఁదగనిచోట నిలువ నిందలు వచ్చు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కన్నపుత్రునాశ కనకంబుమీఁ దాస
_x000D_
స్త్రీలమీఁద నాశ చిత్తమెడలి
_x000D_
బ్రమలు విడువకున్న బ్రహ్మంబుఁ గానరొ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
చెట్టుచేనుగొట్టి చుట్టుగోడలఁబెట్టి
_x000D_
యిట్టునట్టుఁ బెద్దయిల్లు గట్టి
_x000D_
మిట్టిపడును నరుఁడు మీఁదిచే టెఱుంగక
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
వచ్చెడిది పోయెడిది మఱి
_x000D_
చచ్చెడిదియుఁ గనకలేక సహజము లనుచు\న్‌
_x000D_
విచ్చలవిడిగాఁ దిరుగుట
_x000D_
చిచ్చునఁబడునట్టి మిడుత చెలువము వేమా."	kandamu
"_x000D_
కుక్కతోలు దెచ్చి యెఱుపుబొమ్మను జేసి
_x000D_
యాడునట్టుచేసి యట్టెవేసె
_x000D_
తన్నుఁ ద్రిప్పువానిఁ దానేలకానఁడో
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
పరబలంబుఁజూచి ప్రాణరక్షణమున
_x000D_
కుఱికి పాఱిపోవు పిఱికినరుఁడు
_x000D_
యముఁడు కుపితుఁడైన నడ్డ మెవ్వండయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తల్లిదండ్రి చావఁ దనయుఁడు తానేడ్చు
_x000D_
మగఁడు చావ నాలు వగచుచుండు
_x000D_
కార్యవశము గాని కలుగదు మోహంబు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మనసులోని ముక్తి మఱియొక్క చోటను
_x000D_
వెదుకఁబోవువాఁడు వెఱ్ఱివాఁడు
_x000D_
గొఱ్ఱెఁ జింకఁ బెట్టి గొల్ల వెదుకురీతి
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఆశకన్న దుఃఖ మతిశయంబుగ లేదు
_x000D_
చూపు నిలుపకున్న సుఖము లేదు
_x000D_
మనసు నిల్పకున్న మఱి ముక్తి లేదయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తత్వహీను లుండ్రు తఱుచుగా భువిలోన
_x000D_
తత్త్వ మెఱుగువారు తఱుచులేరు
_x000D_
కలిగిలేనివారు కనిపింపరారయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
తామసేంద్రియములఁ దనర జయించిన
_x000D_
తత్వ మరసి చూడఁ దాన యగును
_x000D_
రాజయోగి యిట్లు తేజరిల్లుచు నుండు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
స్త్రీలమాయచేతఁ జిక్కి తాఁ గొన్నాళ్ళు
_x000D_
తగులు గోరునట్లు తగిలిపోవు
_x000D_
తనిసిపోయి తాను దైవంబుచేఁజెడు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
చెప్పులోని రాయి చెవిలోని జోరీగ
_x000D_
కంటిలోని నలుసు కాలిముల్లు
_x000D_
ఇంటిలోని పోరు నింతింత కాదయా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
వారకాంత లెల్ల వలచి యేతెంతురా
_x000D_
పొందుఁజేసి ధనము పుచ్చుకొఱకు
_x000D_
మాచలమ్మ వచ్చి మఱి యిల్లువెళ్లురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
గురువుఁగూడుఁజేసి గుణము వత్తిగఁజేసి
_x000D_
సరవిఁగర్మఁ జమితి సమురుఁ జేసి
_x000D_
మూల నొక్కజ్యోతి ముట్టించి చూడరా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎన్నియెన్ని పూజలెచటఁ జేసిన నేమి
_x000D_
భక్తిలేని పూజ ఫలములేదు
_x000D_
భక్తి గల్గుపూజ బహుళ కారణమురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
శివుగుడిని దీప మిడినను
_x000D_
శివమందిర మెల్ల వెలుగు జేయుట యరుదా
_x000D_
శివయోగి జ్ఞానదీపము
_x000D_
భువనంబుల వెలుఁగఁ జేయు పొలుపుగ వేమా."	kandamu
"_x000D_
ఆపగాళివెంట నడవులవెంటను
_x000D_
కొండరాళ్ళవెంట గొడవయేల
_x000D_
నుల్లమందె శివుఁడటుండుటఁ దెలియరు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
లలితశివ తత్వపదమునఁ
_x000D_
గలసిన శివయోగియేల కలియును జనుల\న్‌
_x000D_
జలబిందువు ముత్తియమై
_x000D_
కలియునె తొల్లింటి నీటఁగనరా వేమా."	kandamu
"_x000D_
గాడ్దె యేమెఱుంగు గంధంబు వాసన
_x000D_
కుక్క యేమెఱుంగు గొప్పబుద్ధి
_x000D_
అల్పుఁడే మెఱుంగు హరునిఁ గొల్చు విరక్తి
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మూఁడువేళలందు ముదముతో శివు నాత్మఁ
_x000D_
బూజచేయువాఁడు పుణ్యమూర్తి
_x000D_
పూజలేక మోక్షభోగంబు దొరకునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
రుద్రరూపుఁ దాల్చి రుద్రుని నిందించి
_x000D_
భ్రష్టుత్రోవఁ దిరుగు భ్రష్టజనులు
_x000D_
ఱంకులకునుదిరుగు రమణులవలె నుండు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఒడలు బడలఁజేసి యోగుల మనువారు
_x000D_
మనసు కల్మషంబు మాన్పలేరు
_x000D_
పుట్టమీదఁ గొట్ట భుజగంబు చచ్చునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మాలవానిఁ జూచి యేల నిందింపఁగ
_x000D_
పాటిలేనిమాట పలుకు టొకటె
_x000D_
వానిలోనఁ బల్కు వానికులం బేది
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కుక్క యేకతంబు కొక్కెరధ్యానంబు
_x000D_
గాడ్దెరాగ మెన్నఁ గప్పుముసుఁగు
_x000D_
ఆత్మ యెఱుఁగుభావ మదియేల చేయరో
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
సకల శాస్త్రములను జదివియు వ్రాసియు
_x000D_
తెలియఁగలరు చావు దెలియ లేరు
_x000D_
చావు తెలియలేని చదువులవేలరా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కొండరాళ్లు దెచ్చి కోరికఁ గట్టిన
_x000D_
గుళ్ళలోనఁదిరిగి కుళ్ళ నేల
_x000D_
పాయని శివుఁడు ప్రాణమై యుండంగ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కులమువలనఁ గొంత బలిమివలనఁ గొంత
_x000D_
కలిమివలనఁ గొంత గర్వమునకు
_x000D_
ఱంకు చదువు చదివి ఱంకునఁ బడుదురు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
విశ్వము నడుపంగ విశ్వేశ్వరుం డుండ
_x000D_
బ్రహ్మలకునునేల పాటిదక్కె
_x000D_
వనములోని క్రోతి వసుమతి నడుపునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
చదువువానికన్న చాకలి తా మేలు
_x000D_
కులము వేల్పుకన్న కుక్క మేలు
_x000D_
సర్వసురలకన్న సకలేశ్వరుఁడు మేలు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
బూదిపూఁత లెన్న భుజముల పొంకాలు
_x000D_
వ్రాలు లింగములును వరుసమతము
_x000D_
తిక్కడగునుగాక యెక్కఁడ దగ దట్లు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
అడుగ దగువారి నడుగమి
_x000D_
నిడినయెడ\న్‌ కొసరు చుంట యీలేననఁగా
_x000D_
గడుసుపడి యాసచేఁదా
_x000D_
నడుగుట దుర్మార్గవృత్తు లగురా వేమా."	kandamu
"_x000D_
అద నెఱిఁగిన మగువ యనువెర్గు చనువెర్గు
_x000D_
ముదముతోడ మగని మోహ మెఱుఁగు
_x000D_
విభుని శ్రేష్ఠగుణము వేశ్యతా నెఱుఁగునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఆఁకటికి దొలంగు నాచార విధు లెల్ల
_x000D_
చీఁకటికి దొలంగు చిత్తశుద్ధి
_x000D_
వేఁకటికిఁ దొలఁగు వెనుకటి బిగువెల్ల
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
త్రాసును పడియును లంజయు
_x000D_
భాసురగతి నొక్కరూపు పరికింపంగా
_x000D_
వీసంబధికంబిచ్చిన
_x000D_
వాసరమున నొక్కవంక వారలు వేమా."	kandamu
"_x000D_
నిరుపేదల రక్షించెడు
_x000D_
సరసుఁడు నెఱవాతగాక సంపన్నులఁ దా
_x000D_
భరియించువాఁడు దాతయె
_x000D_
మెరమెచ్చులదాత యతఁడు మేదిని వేమా."	kandamu
"_x000D_
తన్నుఁజూచి యొరులు దగ మెచ్చవలెనని
_x000D_
సొమ్ము లెలమిఁ బెట్టు నెమ్మిమీఱ
_x000D_
నొరులకొఱకుఁ దాన యుబ్బుచు నుండును
_x000D_
తన్ను దెలియ లేఁడు ధరణి వేమ."	aataveladi
"_x000D_
ధనము లేకయున్న ధైర్యంబు నిలువదు
_x000D_
ధైర్య మొదవలేని ధనము లేదు
_x000D_
ధనము ధైర్య మరయ ధర భూమిపతులకు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఇచ్చిపుచ్చుకొన్న హితమయిన మనువులు
_x000D_
తగ్గులేక యల్లు తామరవలె
_x000D_
కాచిపూచి పండి కడురమ్యమై యుండు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
సతికి పతికినైన సంపద సంపదే
_x000D_
పుత్రసంపదలును భువిని మేలు
_x000D_
సరిగముదిసి బ్రతుకు సంపదే సంపద
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కడఁక నింద్రియములు గట్టి వేయగ లేక
_x000D_
చావు వచ్చునపుడు సన్యసించు
_x000D_
నాత్మ జితములేక యందునా మోక్షము
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
అధిక సూక్ష్మమైన యానంద మెఱుఁగక
_x000D_
మతియు లేక చదివి మగ్నుఁ డయ్యె
_x000D_
నతిరహస్య మెల్ల నాజనుఁ డెఱుఁగునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కడక నఖిలమునకు నడినాళమం దున్న
_x000D_
వేఁగుచుక్కవంటి వెలుఁగు దిక్కు
_x000D_
వెలుఁగుకన్న దిక్కు వేఱెవ్వ రున్నారు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
రామనామపఠనమహిమచే వాల్మీకి
_x000D_
పరఁగ బోయ యయ్యు బాపఁడయ్యె
_x000D_
కులము ఘనము గాదు గుణము ఘనంబురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కలిమి కల్గనేమి కరుణలేకుండెనా
_x000D_
కలిమి యేలనల్ప కర్ములకును
_x000D_
తేనెఁగూర్చి యీఁగ తెరువునఁ బోవదా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కన్నుఁగవరీతి సంపద
_x000D_
కొన్నాళ్ళకు వ్రేగుఁజూపి గొబ్బున వ్రాలు\న్‌
_x000D_
వెన్నెల చీఁకటి సరి యగు
_x000D_
నన్నా శివంగమాయ లన్నియు వేమా."	kandamu
"_x000D_
ఆలు పతిసౌఖ్యముల కిల
_x000D_
నాలయ మగునేని దానినా లన వచ్చు\న్‌
_x000D_
ఆలాగునఁ గాకుండిన
_x000D_
కాలునిపెనుదూత యదియ కదరా వేమా."	kandamu
"_x000D_
తుమ్మచెట్ల ముండ్లు తోడనెపుట్టును
_x000D_
విత్తులోననుండి వెడలినట్లు
_x000D_
మూర్ఖునకును బుద్ధి ముందుగాఁ బుట్టును
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కామి కానివాఁడు కవి గాఁడు రవి గాడు
_x000D_
కామిగాక మోక్షకామి గాఁడు
_x000D_
కామియైనవాఁడు కవియగు రవియగు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కుక్క గోవు గాదు కుందేలు పులికాదు
_x000D_
దోమ గజము గాదు దొడ్డదైన
_x000D_
లోభి దాత గాఁడు లోకంబు లోపల
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కూడు గుడిచి లెస్స గూర్చున్నవాఁడైన
_x000D_
నాడుదానిఁ గన్న నట్టె తగులు
_x000D_
నన్న సారమొడలి కతిమదం బిడుసుమీ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
దేవపూజ సేయ దివ్యభోగము గల్గు
_x000D_
తత్వ మెఱింగెనేని దైవసముఁడె
_x000D_
యేమిలేనినరున కేగతిలేదురా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
వానను దడియనివారును
_x000D_
పూనిక విడ మన్న చేఁత బొరయనివారు\న్‌
_x000D_
నానాదిక్కుల వెదకినఁ
_x000D_
గానమురా నెంతవాని గానము వేమ."	kandamu
"_x000D_
బ్రహ్మవేత్తల మని పౌరుష మాడేరు
_x000D_
బ్రహ్మ మనఁగ దాని భావమేమి
_x000D_
తెలుపొ నలుపొ యెఱుపొ తెలిసినఁ బలుకుఁడీ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
ఎట్టివాఁడు తానో యెఱుఁగడు తొలిపుట్టు
_x000D_
నీచబ్రతుకుకింత నీమమేల
_x000D_
కష్టనరుల కెల్ల కలుగునా మోక్షంబు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
కూళకూళ మెచ్చు గుణవంతు విడనాడి
_x000D_
యెట్టివారు మెత్తు రట్టివారి
_x000D_
మ్రావిదూలమునకు జ్ఞానంబు తెలియునా
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
శివ మతమునకైన వివరింపగా గుర్వు
_x000D_
హరిమతమునకైన నరయ గుర్వు
_x000D_
గురువు నెఱుఁగలేని గుణహీనుఁడేమెఱుఁగు
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
మునిజనములు కలఁగ మునిఁగి వెళ్ళిన బావి
_x000D_
బ్రహ్మకుఁ దలయెత్తరాని బావి
_x000D_
మొలల బంటిగానుముంచు నెవ్వరినైన
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
"_x000D_
అమృతసాధనమున నందఱుబలుతురు
_x000D_
అమృతమెంచిచూడ నందలేరు
_x000D_
అమృతము విషమాయె నదియేమి చిత్రమౌ
_x000D_
విశ్వదాభిరామ వినర వేమ."	aataveladi
