padyam_id	meter	meter_class	satakam	split	input	input_valid	reference	violated	violated_raw	edit.pos	edit.old	edit.new	edit.direction	edit.line	edit.akshara	edit.word	edit.attested	violation.paada	violation.gana	violation.akshara	violation.observed	violation.aksharas	id	edit	violation
pdy-aataveladi-0958	aataveladi	upajaathi	""	train	గట్టురాళ్ళఁ దెచ్చి కాళ్ళచేతులఁ ద్రొక్కి\nకాసెయులులచేతఁ గాసిఁజేసి\nమొఱుపురాళ్ళ కెఱగుమొప్పెల నేమందు\nవిశ్వదాభిరామ వినర వేమ.	true	గట్టురాళ్ళఁ దెచ్చి కాళ్ళచేతులఁ ద్రొక్కి\nకాసెయులులచేతఁ గాసిఁజేసి\nమొఱుపురాళ్ళ కెఱగుమొప్పెల నేమందు\nవిశ్వదాభిరామ వినర వేమ.	[]	[]														pdy-r-00924		
pdy-aataveladi-0959	aataveladi	upajaathi	""	train	తోలుకడుపులోన దొడ్డవాఁ డుండఁగ\nరాతిగుళ్ళలోన రాశిఁబోయ\nరాళ్లుదేవుఁడైన రాసుల మ్రింగవా\nవిశ్వదాభిరామ వీనర వేమ.	false	తోలుకడుపులోన దొడ్డవాఁ డుండఁగ\nరాతిగుళ్ళలోన రాశిఁబోయ\nరాళ్లుదేవుఁడైన రాసుల మ్రింగవా\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["seq"]	95	ి	ీ	lengthen	3	6	వీనర	false	3	4	43	|U|	["ర","వే","మ"]	pdy-r-00925		
pdy-aataveladi-0961	aataveladi	upajaathi	""	train	మన్నుమెత్తి కడిగి మఱిరూపు గావించి\nగుంతనిండఁ బూడ్చి గుఱుతు నిల్పి\nమనుజులెల్లఁ గుడి మఱిదేవుఁ డందురు\nవిశ్వదాభిరామ వినర వేమ.	false	మన్నుమెత్తి కడిగి మఱిరూపు గావించి\nగుంతనిండఁ బూడ్చి గుఱుతు నిల్పి\nమనుజులెల్లఁ గూడి మఱిదేవుఁ డందురు\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	78	ూ	ు	shorten	2	5	గుడి	true	2	3	33	|U|U	["ఱి","దే","వు","డం"]	pdy-r-00926		
pdy-aataveladi-0969	aataveladi	upajaathi	""	dev	నాణెమైన చెడిప నయ మెఱింగి తిరుగు\nవిటుని కుస్తరించు వివర మెఱుఁగు\nబానిసైనతొత్తు పాటింపరాదయా\nవిశ్వదాభిరామ వినర వేమ.	true	నాణెమైన చెడిప నయ మెఱింగి తిరుగు\nవిటుని కుస్తరించు వివర మెఱుఁగు\nబానిసైనతొత్తు పాటింపరాదయా\nవిశ్వదాభిరామ వినర వేమ.	[]	[]														pdy-r-00927		
pdy-aataveladi-0970	aataveladi	upajaathi	""	train	పంద నధికుఁ జేసి బవరంబునకుఁ బంపఁ\nబాఱిపోవుఁ గార్యభంగమౌను\nపాఱునట్టిబంటు పనికిరాఁ డెందును\nవిశ్వదాభిరామ వీనర వేమ.	false	పంద నధికుఁ జేసి బవరంబునకుఁ బంపఁ\nబాఱిపోవుఁ గార్యభంగమౌను\nపాఱునట్టిబంటు పనికిరాఁ డెందును\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["seq"]	100	ి	ీ	lengthen	3	6	వీనర	false	3	4	46	|U|	["ర","వే","మ"]	pdy-r-00928		
pdy-aataveladi-0974	aataveladi	upajaathi	""	dev	గొప్పపిఱుఁదు గన్న కుచకుంభములఁ గన్న\nచెప్పరానిచోటి చెలూవుగన్న\nముప్పిరి గొనునయ్య మొనసిన మోహంబు\nవిశ్వదాభిరామ వినర వేమ.	false	గొప్పపిఱుఁదు గన్న కుచకుంభములఁ గన్న\nచెప్పరానిచోటి చెలువుగన్న\nముప్పిరి గొనునయ్య మొనసిన మోహంబు\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["seq"]	52	ు	ూ	lengthen	1	7	చెలూవుగన్న	false	1	3	21	|U|	["చె","లూ","వు"]	pdy-r-00929		
pdy-aataveladi-0979	aataveladi	upajaathi	""	train	కుంటికుక్క కెల కుందేటిపరువులు\nపిరికిబంటుకేల బిరుదుగొడుగు\nముసలిముండ కేల ముసిముసినవ్వులు\nవిశ్వదాభిరామ వినర వేమ.	false	కుంటికుక్క కేల కుందేటిపరువులు\nపిరికిబంటుకేల బిరుదుగొడుగు\nముసలిముండ కేల ముసిముసినవ్వులు\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	12	ే	ె	shorten	0	4	కెల	false	0	2	4	||U	["కె","ల","కుం"]	pdy-r-00930		
pdy-aataveladi-0983	aataveladi	upajaathi	""	test	తొడలమెఱుపుసొంపూ తోరంపుకుచములు\nవారకొప్పుగలుగు వనితఁజూచి\nవిటుఁడు నిలుచుటెట్లు విరహాగ్ని కొగ్గును\nవిశ్వదాభిరామ వినర వేమ.	false	తొడలమెఱుపుసొంపు తోరంపుకుచములు\nవారకొప్పుగలుగు వనితఁజూచి\nవిటుఁడు నిలుచుటెట్లు విరహాగ్ని కొగ్గును\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	14	ు	ూ	lengthen	0	7	తొడలమెఱుపుసొంపూ	false	0	2	6	UUU	["సొం","పూ","తో"]	pdy-r-00931		
pdy-aataveladi-0984	aataveladi	upajaathi	""	train	కాశినీళ్ళు మోసి కాళ్లు మొగము వాచి\nయెందు సుఖము లేక యెండి యెండి\nచచ్చివెనుక ముక్తి సాధించఁగలరొకో\nవిశ్వదాభిరామ వీనర వేమ.	false	కాశినీళ్ళు మోసి కాళ్లు మొగము వాచి\nయెందు సుఖము లేక యెండి యెండి\nచచ్చివెనుక ముక్తి సాధించఁగలరొకో\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["seq"]	108	ి	ీ	lengthen	3	6	వీనర	false	3	4	46	|U|	["ర","వే","మ"]	pdy-r-00932		
pdy-aataveladi-0986	aataveladi	upajaathi	""	test	కచ్చమీఁద నాస కనకంబుపై నాస\nలేనివాఁడు పుడమి లేనివాఁడు\nకలిగెనేనీ యతఁడు గానంగ రాఁడయా\nవిశ్వదాభిరామ వినర వేమ.	false	కచ్చమీఁద నాస కనకంబుపై నాస\nలేనివాఁడు పుడమి లేనివాఁడు\nకలిగెనేని యతఁడు గానంగ రాఁడయా\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	60	ి	ీ	lengthen	2	4	కలిగెనేనీ	false	2	1	27	UU|	["నే","నీ","య"]	pdy-r-00933		
pdy-aataveladi-0990	aataveladi	upajaathi	""	train	చదువు చదువ నెల సన్యాసి గానేల\nషణ్మతములఁజిక్కి చావ నేల\nఅతని భజనఁజేసి యాత్మలోఁ దెలియుఁడీ\nవిశ్వదాభిరామ వినర వేమ.	false	చదువు చదువ నేల సన్యాసి గానేల\nషణ్మతములఁజిక్కి చావ నేల\nఅతని భజనఁజేసి యాత్మలోఁ దెలియుఁడీ\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	12	ే	ె	shorten	0	6	నెల	true	0	2	6	||U	["నె","ల","స"]	pdy-r-00934		
pdy-aataveladi-0991	aataveladi	upajaathi	""	train	మనములోనఁ బుట్టు మఱికోర్కులన్నియు\nకోర్కులందు ముక్తి కుదురుపడదు\nమనము బ్రహ్మమనుచు మదినేఱుంగఁగ లేరు\nవిశ్వదాభిరామ వినర వేమ.	false	మనములోనఁ బుట్టు మఱికోర్కులన్నియు\nకోర్కులందు ముక్తి కుదురుపడదు\nమనము బ్రహ్మమనుచు మదినెఱుంగఁగ లేరు\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["seq"]	83	ె	ే	lengthen	2	10	మదినేఱుంగఁగ	false	2	3	34	||UU	["మ","ది","నే","ఱుం"]	pdy-r-00935		
pdy-aataveladi-0992	aataveladi	upajaathi	""	dev	చదువులన్ని చదివి చాలవివేకియౌ\nకపటికెన్న నెట్లూ కలుగుముక్తి\nదాలిగుంటఁగుక్క తలఁచిన చందము\nవిశ్వదాభిరామ వినర వేమ.	false	చదువులన్ని చదివి చాలవివేకియౌ\nకపటికెన్న నెట్లు కలుగుముక్తి\nదాలిగుంటఁగుక్క తలఁచిన చందము\nవిశ్వదాభిరామ వినర వేమ.	["seq"]	["corr","seq"]	44	ు	ూ	lengthen	1	6	నెట్లూ	false	1	2	19	UU|	["నె","ట్లూ","క"]	pdy-r-00936		
pdy-vutpalamaala-0201	vutpalamaala	vruttamu	""	train	శ్రీసతీ నీల జాంబవతి శ్రీయమునాసతి సత్యభామ ధా\nత్రీసతి రుక్మిణీరమణి దేవియిలాసతి వీర లందఱు\nన్‌ జేసినసేవ చేసెదను జేకొను శ్రీయలమేలుమంగ నీ\nమూసినముత్యమై యురము ముంగిటఁ జెంగట వేంకటేశ్వరా!	false	శ్రీసతి నీల జాంబవతి శ్రీయమునాసతి సత్యభామ ధా\nత్రీసతి రుక్మిణీరమణి దేవియిలాసతి వీర లందఱు\nన్‌ జేసినసేవ చేసెదను జేకొను శ్రీయలమేలుమంగ నీ\nమూసినముత్యమై యురము ముంగిటఁ జెంగట వేంకటేశ్వరా!	["seq"]	["seq"]	6	ి	ీ	lengthen	0	2	శ్రీసతీ	false	0	0	0	U|U	["శ్రీ","స","తీ"]	pdy-r-00937		
pdy-vutpalamaala-0205	vutpalamaala	vruttamu	""	train	కూరిమి సానవట్టీన చకోరపుఁ గన్నుఁగొనన్‌ దళుక్కున\nన్‌ జేరువ మించులై మెఱయఁ జిమ్ములబొమ్మలఁ బంపు నవ్వు దై\nవారఁగఁ గాంచి నీతరుణి వన్నెల శ్రీయలమేలుమంగ నీ\nసారపు నేర్పుఁ జక్కగొనెఁ జక్కని మోమున వేంకటేశ్వరా!	false	కూరిమి సానవట్టిన చకోరపుఁ గన్నుఁగొనన్‌ దళుక్కున\nన్‌ జేరువ మించులై మెఱయఁ జిమ్ములబొమ్మలఁ బంపు నవ్వు దై\nవారఁగఁ గాంచి నీతరుణి వన్నెల శ్రీయలమేలుమంగ నీ\nసారపు నేర్పుఁ జక్కగొనెఁ జక్కని మోమున వేంకటేశ్వరా!	["seq"]	["seq"]	14	ి	ీ	lengthen	0	6	సానవట్టీన	false	0	2	6	U||	["ట్టీ","న","చ"]	pdy-r-00938		
pdy-vutpalamaala-0208	vutpalamaala	vruttamu	""	train	నించిన పంచదారలును నేతుఁలు దేనెలు గమ్మ గాఁగఁ దా\nలించినకూరలున్‌ బరిమళించగ నయ్యలమేలుమంగ వ\nడ్డించిన నిర్మలాన్నములు డెంద మెలర్పఁగ నారగింతు ని\nమించిన వేయుచేతులును మేలములాడుచు వేంకటేశ్వరా!	false	నించిన పంచదారలును నేతుఁలు దేనెలు గమ్మ గాఁగఁ దా\nలించినకూరలున్‌ బరిమళించగ నయ్యలమేలుమంగ వ\nడ్డించిన నిర్మలాన్నములు డెంద మెలర్పఁగ నారగింతు నీ\nమించిన వేయుచేతులును మేలములాడుచు వేంకటేశ్వరా!	["seq"]	["seq"]	135	ీ	ి	shorten	2	19	ని	true	2	6	58	||	["తు","ని"]	pdy-r-00939		
pdy-vutpalamaala-0210	vutpalamaala	vruttamu	""	test	లోలవిలోలనేత్రకుఁ దళుక్కున ఱెప్పలు వంచి యెత్తిన\nన్‌ మేలిమిఁ జెక్కుటద్దముల మేలములై యలమేలుమంగకు\nన్‌ నీలపయోదపుందుఱూము నిగ్గుతటిల్లతలే యటంచు ను\nన్మీలనిమీలనంబులకె మెత్తువు నీవును వేంకటేశ్వరా!	false	లోలవిలోలనేత్రకుఁ దళుక్కున ఱెప్పలు వంచి యెత్తిన\nన్‌ మేలిమిఁ జెక్కుటద్దముల మేలములై యలమేలుమంగకు\nన్‌ నీలపయోదపుందుఱుము నిగ్గుతటిల్లతలే యటంచు ను\nన్మీలనిమీలనంబులకె మెత్తువు నీవును వేంకటేశ్వరా!	["seq"]	["seq"]	110	ు	ూ	lengthen	2	7	నీలపయోదపుందుఱూము	false	2	2	46	|U|	["దు","ఱూ","ము"]	pdy-r-00940		
pdy-vutpalamaala-0211	vutpalamaala	vruttamu	""	dev	పక్ష్మలనేత్ర! యోచిలుకుపల్కులకల్కి! సరోజవల్లి! యొ\nలక్ష్మి! లతాంగి! యోబహుకళావతి! యోయలమేలుమంగ! నీ\nసూక్ష్మవివేకలీలలకుఁ జొక్కితి నంచు నఖేందువల్లికా\nలక్ష్మివికాసతన్‌ సతిఁ జెలంగఁగఁజేతువు వేంకటేశ్వరా!	false	పక్ష్మలనేత్ర! యోచిలుకుపల్కులకల్కి! సరోజవల్లి! యో\nలక్ష్మి! లతాంగి! యోబహుకళావతి! యోయలమేలుమంగ! నీ\nసూక్ష్మవివేకలీలలకుఁ జొక్కితి నంచు నఖేందువల్లికా\nలక్ష్మివికాసతన్‌ సతిఁ జెలంగఁగఁజేతువు వేంకటేశ్వరా!	["seq"]	["seq"]	47	ో	ొ	shorten	0	19	యొ	true	0	6	18	||	["ల్లి","యొ"]	pdy-r-00941		
pdy-champakamaala-0318	champakamaala	vruttamu	""	test	లలితపుఁగంకణాంగదకలధ్వని ఘల్లని మ్రోయ నుంగరం\nబులు మణినీల కాంతుల ప్రభుత్వముతో నలమేలుమంగ గు\nబ్బల పెనువ్రేఁగుతోఁ దుఱుముభారముతో నినుఁ జేరవచ్చు నం\nదెలు మొలనూలు ఘంటలుఁ బ్రతిధ్వను లీనఁగ వేంకటేశ్వరా!	true	లలితపుఁగంకణాంగదకలధ్వని ఘల్లని మ్రోయ నుంగరం\nబులు మణినీల కాంతుల ప్రభుత్వముతో నలమేలుమంగ గు\nబ్బల పెనువ్రేఁగుతోఁ దుఱుముభారముతో నినుఁ జేరవచ్చు నం\nదెలు మొలనూలు ఘంటలుఁ బ్రతిధ్వను లీనఁగ వేంకటేశ్వరా!	[]	[]														pdy-r-00942		
pdy-champakamaala-0319	champakamaala	vruttamu	""	train	పరిమళమో కదంబమొ ప్రభల్‌ విడ నించిననిగ్గొ నిర్మలా\nభరణమొ నిత్యవైభవమొ భాగ్యమొ శ్రీయలమేలుమంగ భూ\nధరునకు నాదిలక్ష్మి యని తత్త్వమహత్త్వ రహస్యవేత్తలం\nబరమున నుండి నీవనితఁ బ్రస్తుతి సేతురు వేంకటేశ్వరా!	true	పరిమళమో కదంబమొ ప్రభల్‌ విడ నించిననిగ్గొ నిర్మలా\nభరణమొ నిత్యవైభవమొ భాగ్యమొ శ్రీయలమేలుమంగ భూ\nధరునకు నాదిలక్ష్మి యని తత్త్వమహత్త్వ రహస్యవేత్తలం\nబరమున నుండి నీవనితఁ బ్రస్తుతి సేతురు వేంకటేశ్వరా!	[]	[]														pdy-r-00943		
pdy-champakamaala-0323	champakamaala	vruttamu	""	train	చెఱఁ గిడఁగా నదల్చెదవూ చేరినఁ దిట్టెదు కౌఁగిలించిన\nన్‌ గొఱఁతలె యెన్నఁజూచెదవు కోపము న ద్దలమేలుమంగ నా\nవెఱ పిఁకనైనఁ దీర్పుమని వేడ్కల నీవు మనోజలీలల\nన్‌ దఱితఱి నింతిఁ గూడుటలుఁ దత్తఱపాటులు వేంకటేశ్వరా!	false	చెఱఁ గిడఁగా నదల్చెదవు చేరినఁ దిట్టెదు కౌఁగిలించిన\nన్‌ గొఱఁతలె యెన్నఁజూచెదవు కోపము న ద్దలమేలుమంగ నా\nవెఱ పిఁకనైనఁ దీర్పుమని వేడ్కల నీవు మనోజలీలల\nన్‌ దఱితఱి నింతిఁ గూడుటలుఁ దత్తఱపాటులు వేంకటేశ్వరా!	["seq"]	["seq"]	20	ు	ూ	lengthen	0	9	నదల్చెదవూ	false	0	3	9	UU|	["వూ","చే","రి"]	pdy-r-00944		
pdy-vutpalamaala-0232	vutpalamaala	vruttamu	""	train	చక్కనితల్లికిన్‌ నవరసంబుల వెల్లికిఁ బుష్పవల్లికిం\nజక్కనిమోవిముత్తియపుజల్లికి శ్రీయలమేలుమంగకు\nన్‌ జెక్కూలు మించుటద్దములు చేతులు క్రొత్తమెఱుంగుఁదీగ లా\nక్రిక్కిరిగుబ్బలే పసిఁడికిన్నరకాయలు వేంకటేశ్వరా!	false	చక్కనితల్లికిన్‌ నవరసంబుల వెల్లికిఁ బుష్పవల్లికిం\nజక్కనిమోవిముత్తియపుజల్లికి శ్రీయలమేలుమంగకు\nన్‌ జెక్కులు మించుటద్దములు చేతులు క్రొత్తమెఱుంగుఁదీగ లా\nక్రిక్కిరిగుబ్బలే పసిఁడికిన్నరకాయలు వేంకటేశ్వరా!	["seq"]	["seq"]	102	ు	ూ	lengthen	2	1	జెక్కూలు	false	2	0	40	UU|	["న్జె","క్కూ","లు"]	pdy-r-00945		
pdy-champakamaala-0334	champakamaala	vruttamu	""	test	కులికెడు పండుటామనులఁ గోయిలకూఁతల గుండె ఝల్లన\nన్‌ జెలువము గల్గు రాకలను జెంగట శ్రీయలమేలుమంగ కో\nవిలకలనాదకోటులచవిం బచరింపఁగ నెట్టు లోర్తువో\nవలపులవార్ధిలోన ననివారణఁ దేలుచు వేంకటేశ్వరా!	true	కులికెడు పండుటామనులఁ గోయిలకూఁతల గుండె ఝల్లన\nన్‌ జెలువము గల్గు రాకలను జెంగట శ్రీయలమేలుమంగ కో\nవిలకలనాదకోటులచవిం బచరింపఁగ నెట్టు లోర్తువో\nవలపులవార్ధిలోన ననివారణఁ దేలుచు వేంకటేశ్వరా!	[]	[]														pdy-r-00946		
pdy-champakamaala-0340	champakamaala	vruttamu	""	train	అపు డలమేలుమంగ పొలయల్కలు వద్దని చాఁటి చెప్పిన\nన్‌ గపటపుటల్క లల్లితివి గర్వితనంబునఁ గాంత కోరమే\nరపమునఁ జూతుగా కలుక రాజసలీలల నింత దీఱునా\nవిపులవియోగతాపమూన వేడుకకూటమి వేంకటేశ్వరా!	false	అపు డలమేలుమంగ పొలయల్కలు వద్దని చాఁటి చెప్పిన\nన్‌ గపటపుటల్క లల్లితివి గర్వితనంబునఁ గాంత కోరమే\nరపమునఁ జూతుగా కలుక రాజసలీలల నింత దీఱునా\nవిపులవియోగతాపమున వేడుకకూటమి వేంకటేశ్వరా!	["seq"]	["seq"]	147	ు	ూ	lengthen	3	8	విపులవియోగతాపమూన	false	3	2	69	U|U	["తా","ప","మూ"]	pdy-r-00947		
pdy-champakamaala-0345	champakamaala	vruttamu	""	test	నగ వలమేలుమంగకును నాటవవల్కలు నీకు మాటల\nన్‌ బగ డలమేలుమంగకును బచ్చెనగర్వము నీకుఁ జూపుల\nన్‌ జిగి యలమేలుమంగకును శ్రీమల వేడుక నీకు నిట్ల పొ\nమిగిలిన మోహసంపదలు మీరును మీరును వేంకటేశ్వరా!	false	నగ వలమేలుమంగకును నాటవవల్కలు నీకు మాటల\nన్‌ బగ డలమేలుమంగకును బచ్చెనగర్వము నీకుఁ జూపుల\nన్‌ జిగి యలమేలుమంగకును శ్రీమల వేడుక నీకు నిట్ల పో\nమిగిలిన మోహసంపదలు మీరును మీరును వేంకటేశ్వరా!	["seq"]	["seq"]	132	ో	ొ	shorten	2	20	పొ	true	2	6	60	U||	["ని","ట్ల","పొ"]	pdy-r-00948		
pdy-champakamaala-0352	champakamaala	vruttamu	""	train	నడవకుమమ్మ పాదనలినంబులు గందెడి, మాట బెట్టుగా\nనొడువకుమమ్మ, చెక్కునును నొక్కులతో నలమేలుమంగ ని\nవెడనగ కీమొగంబునకు వెన్నెలలాయె నటంచు నీసతి\nన్‌ బడఁతులు మేలమాడుదురు పల్కుల తేనెల వేంకటేశ్వరా!	false	నడవకుమమ్మ పాదనలినంబులు గందెడి, మాట బెట్టుగా\nనొడువకుమమ్మ, చెక్కునును నొక్కులతో నలమేలుమంగ నీ\nవెడనగ కీమొగంబునకు వెన్నెలలాయె నటంచు నీసతి\nన్‌ బడఁతులు మేలమాడుదురు పల్కుల తేనెల వేంకటేశ్వరా!	["seq"]	["seq"]	89	ీ	ి	shorten	1	20	ని	true	1	6	39	U||	["మం","గ","ని"]	pdy-r-00949		
pdy-vutpalamaala-0244	vutpalamaala	vruttamu	""	train	బూతలబండ్లనే వలపుఁబుక్కిట నించితి వాఁడిగోళ్లనే\nఘాతలు గాఁగఁ జించితివి కాయముపై నలమేలుమంగ నీ\nచేతిదె యంచు నీతరుణి చెంతలఁ దట్టపునుంగుఁ గస్తురి\nన్‌ జాతుదు రోలి నీదూ పరిచారిక కాంతలు వేంకటేశ్వరా!	false	బూతలబండ్లనే వలపుఁబుక్కిట నించితి వాఁడిగోళ్లనే\nఘాతలు గాఁగఁ జించితివి కాయముపై నలమేలుమంగ నీ\nచేతిదె యంచు నీతరుణి చెంతలఁ దట్టపునుంగుఁ గస్తురి\nన్‌ జాతుదు రోలి నీదు పరిచారిక కాంతలు వేంకటేశ్వరా!	["seq"]	["seq"]	156	ు	ూ	lengthen	3	6	నీదూ	false	3	2	66	U||	["దూ","ప","రి"]	pdy-r-00950		
pdy-vutpalamaala-0245	vutpalamaala	vruttamu	""	train	పచ్చల సందిదండలును బాహుపురుల్‌ మణినూపురంబులు\nన్‌ మచ్చరికంబులుం బసిఁడిమట్టెలమ్రోతలుఁ బెల్లు మ్రోయఁగా\nనెచ్చేలు లోలిఁ గొల్వఁ దరుణీమణి శ్రీయలమేలుమంగ నీ\nముచ్చట దీర్చు నొక్కపరి ముందఱ నిల్చిన వేంకటేశ్వరా!	false	పచ్చల సందిదండలును బాహుపురుల్‌ మణినూపురంబులు\nన్‌ మచ్చరికంబులుం బసిఁడిమట్టెలమ్రోతలుఁ బెల్లు మ్రోయఁగా\nనెచ్చెలు లోలిఁ గొల్వఁ దరుణీమణి శ్రీయలమేలుమంగ నీ\nముచ్చట దీర్చు నొక్కపరి ముందఱ నిల్చిన వేంకటేశ్వరా!	["seq"]	["seq"]	104	ె	ే	lengthen	2	1	నెచ్చేలు	false	2	0	40	UU|	["నె","చ్చే","లు"]	pdy-r-00951		
pdy-vutpalamaala-0247	vutpalamaala	vruttamu	""	train	యోగ్యతలేనికష్టుఁడ నయోగ్యుఁడ నన్నిటఁ జూడ గర్భని\nర్భాగ్యుఁడ నీకృపామతికిఁ బ్రాప్తుఁడ నోయలమేలుమంగ నా\nభాగ్యము నీగృపాకరుణఁ బ్రాప్యము కావుమటంచు సారెని\nభాగ్యవతీ శిరోమణినిఁ బ్రస్తుతిసేసెద వేంకటేశ్వరా!	false	యోగ్యతలేనికష్టుఁడ నయోగ్యుఁడ నన్నిటఁ జూడ గర్భని\nర్భాగ్యుఁడ నీకృపామతికిఁ బ్రాప్తుఁడ నోయలమేలుమంగ నా\nభాగ్యము నీగృపాకరుణఁ బ్రాప్యము కావుమటంచు సారెనీ\nభాగ్యవతీ శిరోమణినిఁ బ్రస్తుతిసేసెద వేంకటేశ్వరా!	["seq"]	["seq"]	142	ీ	ి	shorten	2	19	సారెని	false	2	6	58	||	["రె","ని"]	pdy-r-00952		
pdy-champakamaala-0355	champakamaala	vruttamu	""	test	చెఱఁగులు చూపి క్రొవ్విరులు చిందెడు తేనెలు నాల్గువంకల\nన్‌ వఱదలువాఱె ఘర్మములు వాహినులై యలమేలుమంగతోఁ\nగఱఁగుచు నీవు కౌఁగిట సుఖస్థితిఁ గుడుచు బంధుసంగతి\nన్‌ దెఱ దిగనేసి వేడుకలు తెప్పలఁ దేలఁగ వేంకటేశ్వరా!	false	చెఱఁగులు చూపి క్రొవ్విరులు చిందెడు తేనెలు నాల్గువంకల\nన్‌ వఱదలువాఱె ఘర్మములు వాహినులై యలమేలుమంగతోఁ\nగఱఁగుచు నీవు కౌఁగిట సుఖస్థితిఁ గూడుచు బంధుసంగతి\nన్‌ దెఱ దిగనేసి వేడుకలు తెప్పలఁ దేలఁగ వేంకటేశ్వరా!	["seq"]	["seq"]	130	ూ	ు	shorten	2	13	గుడుచు	true	2	4	54	|||	["తి","గు","డు"]	pdy-r-00953		
pdy-teytageethi-0574	teytageethi	upajaathi	""	train	సుందరకపోల విబుధసంస్తుత కౄపాల- ।\nవాల ధృతశైల కాంచనవర్ణచేల\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	false	సుందరకపోల విబుధసంస్తుత కృపాల- ।\nవాల ధృతశైల కాంచనవర్ణచేల\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	["seq"]	["seq"]	24	ృ	ౄ	lengthen	0	12	కౄపాల	false	0	3	10	||U	["స్తు","త","కౄ"]	pdy-r-00954		
pdy-teytageethi-0579	teytageethi	upajaathi	""	train	గురుపదాంబుజముల భక్తి కుదిరి తమ్ముఁ ।\nదా మెఱుంగక ముక్తి లేదవనియందు\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	true	గురుపదాంబుజముల భక్తి కుదిరి తమ్ముఁ ।\nదా మెఱుంగక ముక్తి లేదవనియందు\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	[]	[]														pdy-r-00955		
pdy-teytageethi-0581	teytageethi	upajaathi	""	train	లక్ష్యభావంబుఁ జూడ సలక్షణముగ ।\nబండువెన్నెల గతిఁ గానబడును ముక్తి\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	true	లక్ష్యభావంబుఁ జూడ సలక్షణముగ ।\nబండువెన్నెల గతిఁ గానబడును ముక్తి\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	[]	[]														pdy-r-00956		
pdy-teytageethi-0584	teytageethi	upajaathi	""	train	తనకు గతిలేక యొకఁడిచ్చు తఱిని వారి ।\nమతులు చెరపెడి రండకుఁ గ్రతువులేల\nమదరిపువీఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	false	తనకు గతిలేక యొకఁడిచ్చు తఱిని వారి ।\nమతులు చెరపెడి రండకుఁ గ్రతువులేల\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	["seq"]	["seq"]	75	ి	ీ	lengthen	2	4	మదరిపువీఫాల	false	2	1	34	|UU|	["పు","వీ","ఫా","ల"]	pdy-r-00957		
pdy-teytageethi-0588	teytageethi	upajaathi	""	test	కూటికియ్యని విటకాని పోటు మెండు ।\nమాచకమ్మకు మోహంబు మదిని మెండూ\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	false	కూటికియ్యని విటకాని పోటు మెండు ।\nమాచకమ్మకు మోహంబు మదిని మెండు\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	["seq"]	["corr","seq"]	60	ు	ూ	lengthen	1	12	మెండూ	false	1	4	24	UU|	["మెం","డూ","మ"]	pdy-r-00958		
pdy-teytageethi-0592	teytageethi	upajaathi	""	dev	ననుచుఁ బాత్ర మపాత్రము ననక యిచ్చి ।\nచెప్పుకొందురు మూఢులు సిగ్గులేక\nమదరిపూవిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	false	ననుచుఁ బాత్ర మపాత్రము ననక యిచ్చి ।\nచెప్పుకొందురు మూఢులు సిగ్గులేక\nమదరిపువిఫాల మునిజనహృదయలోల ।\nవేణుగోపాల భక్తసంత్రాణశీల!	["seq"]	["corr","seq"]	71	ు	ూ	lengthen	2	3	మదరిపూవిఫాల	false	2	4	39	|U|	["య","లో","ల"]	pdy-r-00959		
